ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Authors,DataEntry,Consultants,Representations,alt_names,date
ende1235,Ende (Papua New Guinea),ende1235,Ende (Papua New Guinea),,Papunesia,-8.957786,142.240799,Pahoturi,Kate Lynn Lindsey,Kate Lynn Lindsey,,StandardOrth;Phonetic,,2019-10-14
