ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Transcription,AlternativeValue,AlternativeTranscription
endepapuanewguinea-17-460-1,,endepapuanewguinea,17-460,kuddäkuddäll,kuddäkuddäll,,,Lindsey2019,,,standardorth,kuɖᶼəkuɖᶼəɽ,phonetic
endepapuanewguinea-17-470-1,,endepapuanewguinea,17-470,llokottang,llokottang,,,Lindsey2019,,,standardorth,ɽokoʈᶳaŋ,phonetic
endepapuanewguinea-17-480-1,,endepapuanewguinea,17-480,säroe,säroe,,,Lindsey2019,,,standardorth,səroj,phonetic
endepapuanewguinea-17-490-1,,endepapuanewguinea,17-490,ngalen,ngalen,,,Lindsey2019,,,standardorth,ŋalen,phonetic
endepapuanewguinea-17-510-1,,endepapuanewguinea,17-510,a,a,,,Lindsey2019,,,standardorth,a,phonetic
endepapuanewguinea-17-520-1,,endepapuanewguinea,17-520,adawatta,adawatta,,,Lindsey2019,,,standardorth,adawaʈᶳa,phonetic
endepapuanewguinea-17-530-1,,endepapuanewguinea,17-530,da,da,,,Lindsey2019,,,standardorth,da,phonetic
endepapuanewguinea-17-540-1,,endepapuanewguinea,17-540,o,o,,,Lindsey2019,,,standardorth,o,phonetic
endepapuanewguinea-17-550-1,,endepapuanewguinea,17-550,ao,ao,,,Lindsey2019,,,standardorth,ao,phonetic
endepapuanewguinea-17-560-1,,endepapuanewguinea,17-560,ddone,ddone,,,Lindsey2019,,,standardorth,ɖᶼone,phonetic
endepapuanewguinea-17-610-1,,endepapuanewguinea,17-610,alla,alla,,,Lindsey2019,,,standardorth,aɽa,phonetic
endepapuanewguinea-17-620-1,,endepapuanewguinea,17-620,auli,auli,,,Lindsey2019,,,standardorth,awli,phonetic
endepapuanewguinea-17-630-1,,endepapuanewguinea,17-630,auli,auli,,,Lindsey2019,,,standardorth,awli,phonetic
endepapuanewguinea-17-640-1,,endepapuanewguinea,17-640,enda,enda,,also: ende,Lindsey2019,,,standardorth,enda,phonetic
endepapuanewguinea-17-650-1,,endepapuanewguinea,17-650,angde,angde,,,Lindsey2019,,,standardorth,aŋde,phonetic
endepapuanewguinea-17-660-1,,endepapuanewguinea,17-660,ero,ero,,"also: erame, erowe, eran",Lindsey2019,,,standardorth,ero,phonetic
endepapuanewguinea-17-670-1,,endepapuanewguinea,17-670,era,era,,also: ere,Lindsey2019,,,standardorth,era,phonetic
endepapuanewguinea-17-680-1,,endepapuanewguinea,17-680,aeya,aeya,,also: ami,Lindsey2019,,,standardorth,ajja,phonetic
endepapuanewguinea-17-690-1,,endepapuanewguinea,17-690,ematta,ematta,,"also: ewatta, ewede, eroma",Lindsey2019,,,standardorth,emaʈᶳa,phonetic
endepapuanewguinea-18-110-1,,endepapuanewguinea,18-110,eka tän,eka tän,,also: inkäm tän,Lindsey2019,,,standardorth,eka tən,phonetic
endepapuanewguinea-18-120-1,,endepapuanewguinea,18-120,bandra llɨtɨt,bandra llɨtɨt,,,Lindsey2019,,,standardorth,bandra ɽɪtɪt,phonetic
endepapuanewguinea-18-130-1,,endepapuanewguinea,18-130,uk,uk,,also: olle,Lindsey2019,,,standardorth,uk,phonetic
endepapuanewguinea-18-150-1,,endepapuanewguinea,18-150,eka papot,eka papot,,,Lindsey2019,,,standardorth,eka papot,phonetic
endepapuanewguinea-18-160-1,,endepapuanewguinea,18-160,bod nonoyem,bod nonoyem,,,Lindsey2019,,,standardorth,bod nonojem,phonetic
endepapuanewguinea-18-170-1,,endepapuanewguinea,18-170,pomer,pomer,,,Lindsey2019,,,standardorth,pomer,phonetic
endepapuanewguinea-18-180-1,,endepapuanewguinea,18-180,arle,arle,,,Lindsey2019,,,standardorth,arle,phonetic
endepapuanewguinea-18-190-1,,endepapuanewguinea,18-190,wuk,wuk,,,Lindsey2019,,,standardorth,wuk,phonetic
endepapuanewguinea-18-210-1,,endepapuanewguinea,18-210,eka,eka,,,Lindsey2019,,,standardorth,eka,phonetic
endepapuanewguinea-18-211-1,,endepapuanewguinea,18-211,eka gämoe,eka gämoe,,also: eka ddombmeny,Lindsey2019,,,standardorth,eka ɡəmoj,phonetic
endepapuanewguinea-18-220-1,,endepapuanewguinea,18-220,eka,eka,,,Lindsey2019,,,standardorth,eka,phonetic
endepapuanewguinea-18-221-1,,endepapuanewguinea,18-221,ttoen llɨtɨt,ttoen llɨtɨt,,,Lindsey2019,,,standardorth,ʈᶳojn ɽɪtɪt,phonetic
endepapuanewguinea-18-222-1,,endepapuanewguinea,18-222,eka panypeny,eka panypeny,,,Lindsey2019,,,standardorth,eka paɲpeɲ,phonetic
endepapuanewguinea-18-230-1,,endepapuanewguinea,18-230,känyertto,känyertto,,,Lindsey2019,,,standardorth,kəɲerʈᶳo,phonetic
endepapuanewguinea-18-240-1,,endepapuanewguinea,18-240,eka,eka,,,Lindsey2019,,,standardorth,eka,phonetic
endepapuanewguinea-18-260-1,,endepapuanewguinea,18-260,eka kutt,eka kutt,,,Lindsey2019,,,standardorth,eka kuʈᶳ,phonetic
endepapuanewguinea-18-280-1,,endepapuanewguinea,18-280,bin,bin,,,Lindsey2019,,,standardorth,bin,phonetic
endepapuanewguinea-18-310-1,,endepapuanewguinea,18-310,ngonoe,ngonoe,,,Lindsey2019,,,standardorth,ŋonoj,phonetic
endepapuanewguinea-18-320-1,,endepapuanewguinea,18-320,eka mu,eka mu,,,Lindsey2019,,,standardorth,eka mu,phonetic
endepapuanewguinea-18-330-1,,endepapuanewguinea,18-330,umllang,umllang,,also: ttam,Lindsey2019,,,standardorth,umɽaŋ,phonetic
endepapuanewguinea-18-340-1,,endepapuanewguinea,18-340,ddone ttam,ddone ttam,,,Lindsey2019,,,standardorth,ɖᶼone ʈᶳam,phonetic
endepapuanewguinea-18-350-1,,endepapuanewguinea,18-350,ngonoe,ngonoe,,,Lindsey2019,,,standardorth,ŋonoj,phonetic
endepapuanewguinea-18-360-1,,endepapuanewguinea,18-360,tab,tab,,,Lindsey2019,,,standardorth,tab,phonetic
endepapuanewguinea-18-370-1,,endepapuanewguinea,18-370,nyärpae,nyärpae,,,Lindsey2019,,,standardorth,ɲərpaj,phonetic
endepapuanewguinea-18-380-1,,endepapuanewguinea,18-380,ddone,ddone,,,Lindsey2019,,,standardorth,ɖᶼone,phonetic
endepapuanewguinea-18-390-1,,endepapuanewguinea,18-390,trameny,trameny,,,Lindsey2019,,,standardorth,trameɲ,phonetic
endepapuanewguinea-18-410-1,,endepapuanewguinea,18-410,olle,olle,,,Lindsey2019,,,standardorth,oɽe,phonetic
endepapuanewguinea-18-420-1,,endepapuanewguinea,18-420,ttam,ttam,,,Lindsey2019,,,standardorth,ʈᶳam,phonetic
endepapuanewguinea-18-430-1,,endepapuanewguinea,18-430,kawa,kawa,,,Lindsey2019,,,standardorth,kawa,phonetic
endepapuanewguinea-18-440-1,,endepapuanewguinea,18-440,därboe,därboe,,,Lindsey2019,,,standardorth,dərboj,phonetic
endepapuanewguinea-18-450-1,,endepapuanewguinea,18-450,ddonddo,ddonddo,,,Lindsey2019,,,standardorth,ɖᶼonɖᶼo,phonetic
endepapuanewguinea-18-510-1,,endepapuanewguinea,18-510,dädräb,dädräb,,,Lindsey2019,,,standardorth,dədrəb,phonetic
endepapuanewguinea-18-520-1,,endepapuanewguinea,18-520,ngättangätte,ngättangätte,,also: ttängattänge,Lindsey2019,,,standardorth,ŋəʈᶳaŋəʈᶳe,phonetic
endepapuanewguinea-18-560-1,,endepapuanewguinea,18-560,peba,peba,,,Lindsey2019,,,standardorth,peba,phonetic
endepapuanewguinea-18-570-1,,endepapuanewguinea,18-570,biro,biro,,,Lindsey2019,,,standardorth,biro,phonetic
endepapuanewguinea-18-610-1,,endepapuanewguinea,18-610,buk,buk,,,Lindsey2019,,,standardorth,buk,phonetic
endepapuanewguinea-18-670-1,,endepapuanewguinea,18-670,dadräbag,dadräbag,,,Lindsey2019,,,standardorth,dadrəbaɡ,phonetic
endepapuanewguinea-18-710-1,,endepapuanewguinea,18-710,boralle,boralle,,also: borale,Lindsey2019,,,standardorth,boraɽe,phonetic
endepapuanewguinea-18-720-1,,endepapuanewguinea,18-720,alläp,alläp,,,Lindsey2019,,,standardorth,aɽəp,phonetic
endepapuanewguinea-18-740-1,,endepapuanewguinea,18-740,gora,gora,,,Lindsey2019,,,standardorth,ɡora,phonetic
endepapuanewguinea-19-110-1,,endepapuanewguinea,19-110,ekaklle,ekaklle,,,Lindsey2019,,,standardorth,ekakɽe,phonetic
endepapuanewguinea-19-120-1,,endepapuanewguinea,19-120,ekaklle,ekaklle,,,Lindsey2019,,,standardorth,ekakɽe,phonetic
endepapuanewguinea-19-150-1,,endepapuanewguinea,19-150,ulle ttängäm,ulle ttängäm,,,Lindsey2019,,,standardorth,uɽe ʈᶳəŋəm,phonetic
endepapuanewguinea-19-160-1,,endepapuanewguinea,19-160,ttängäm,ttängäm,,also: maduma,Lindsey2019,,,standardorth,ʈᶳəŋəm,phonetic
endepapuanewguinea-19-170-1,,endepapuanewguinea,19-170,ngän,ngän,,,Lindsey2019,,,standardorth,ŋən,phonetic
endepapuanewguinea-19-210-1,,endepapuanewguinea,19-210,lla,lla,,,Lindsey2019,,,standardorth,ɽa,phonetic
endepapuanewguinea-19-230-1,,endepapuanewguinea,19-230,tän,tän,,,Lindsey2019,,,standardorth,tən,phonetic
endepapuanewguinea-19-240-1,,endepapuanewguinea,19-240,ulle lla,ulle lla,,,Lindsey2019,,,standardorth,uɽe ɽa,phonetic
endepapuanewguinea-19-250-1,,endepapuanewguinea,19-250,udu,udu,,,Lindsey2019,,,standardorth,udu,phonetic
endepapuanewguinea-19-310-1,,endepapuanewguinea,19-310,dändärek,dändärek,,,Lindsey2019,,,standardorth,dəndərek,phonetic
endepapuanewguinea-19-320-1,,endepapuanewguinea,19-320,dändärekang,dändärekang,,,Lindsey2019,,,standardorth,dəndərekaŋ,phonetic
endepapuanewguinea-19-370-1,,endepapuanewguinea,19-370,ttängämang,ttängämang,,,Lindsey2019,,,standardorth,ʈᶳəŋəmaŋ,phonetic
endepapuanewguinea-19-410-1,,endepapuanewguinea,19-410,zizag,zizag,,,Lindsey2019,,,standardorth,zizaɡ,phonetic
endepapuanewguinea-19-420-1,,endepapuanewguinea,19-420,melemang,melemang,,,Lindsey2019,,,standardorth,melemaŋ,phonetic
endepapuanewguinea-19-430-1,,endepapuanewguinea,19-430,melemang,melemang,,,Lindsey2019,,,standardorth,melemaŋ,phonetic
endepapuanewguinea-19-440-1,,endepapuanewguinea,19-440,oboobo,oboobo,,,Lindsey2019,,,standardorth,oboobo,phonetic
endepapuanewguinea-19-450-1,,endepapuanewguinea,19-450,indugoeg,indugoeg,,,Lindsey2019,,,standardorth,induɡojɡ,phonetic
endepapuanewguinea-19-460-1,,endepapuanewguinea,19-460,malam,malam,,,Lindsey2019,,,standardorth,malam,phonetic
endepapuanewguinea-19-470-1,,endepapuanewguinea,19-470,malam,malam,,,Lindsey2019,,,standardorth,malam,phonetic
endepapuanewguinea-19-510-1,,endepapuanewguinea,19-510,nag,nag,,,Lindsey2019,,,standardorth,naɡ,phonetic
endepapuanewguinea-19-520-1,,endepapuanewguinea,19-520,gidre,gidre,,also: mäkang,Lindsey2019,,,standardorth,ɡidre,phonetic
endepapuanewguinea-19-540-1,,endepapuanewguinea,19-540,ma dowadowae ag,ma dowadowae ag,,,Lindsey2019,,,standardorth,ma dowadowaj aɡ,phonetic
endepapuanewguinea-19-550-1,,endepapuanewguinea,19-550,sisor ingoll täbädd,sisor ingoll täbädd,,also: kame ikopang,Lindsey2019,,,standardorth,sisor iŋoɽ təbəɖᶼ,phonetic
endepapuanewguinea-19-560-1,,endepapuanewguinea,19-560,täbädd,täbädd,,,Lindsey2019,,,standardorth,təbəɖᶼ,phonetic
endepapuanewguinea-19-570-1,,endepapuanewguinea,19-570,poponoang,poponoang,,,Lindsey2019,,,standardorth,poponoaŋ,phonetic
endepapuanewguinea-19-580-1,,endepapuanewguinea,19-580,ngämingg,ngämingg,,,Lindsey2019,,,standardorth,ŋəmiŋɡ,phonetic
endepapuanewguinea-19-590-1,,endepapuanewguinea,19-590,tɨpmäll,tɨpmäll,,,Lindsey2019,,,standardorth,tɪpməɽ,phonetic
endepapuanewguinea-19-610-1,,endepapuanewguinea,19-610,masar eka,masar eka,,,Lindsey2019,,,standardorth,masar eka,phonetic
endepapuanewguinea-19-620-1,,endepapuanewguinea,19-620,ekalaemnen,ekalaemnen,,,Lindsey2019,,,standardorth,ekalajmnen,phonetic
endepapuanewguinea-19-630-1,,endepapuanewguinea,19-630,täbatäbe,täbatäbe,,,Lindsey2019,,,standardorth,təbatəbe,phonetic
endepapuanewguinea-19-650-1,,endepapuanewguinea,19-650,ngarängg,ngarängg,,,Lindsey2019,,,standardorth,ŋarəŋɡ,phonetic
endepapuanewguinea-20-110-1,,endepapuanewguinea,20-110,gäddgädd,gäddgädd,,,Lindsey2019,,,standardorth,ɡəɖᶼɡəɖᶼ,phonetic
endepapuanewguinea-20-130-1,,endepapuanewguinea,20-130,mäk,mäk,,,Lindsey2019,,,standardorth,mək,phonetic
endepapuanewguinea-20-140-1,,endepapuanewguinea,20-140,pia,pia,,,Lindsey2019,,,standardorth,pia,phonetic
endepapuanewguinea-20-150-1,,endepapuanewguinea,20-150,mäk lla,mäk lla,,,Lindsey2019,,,standardorth,mək ɽa,phonetic
endepapuanewguinea-20-170-1,,endepapuanewguinea,20-170,mäkang lla,mäkang lla,,,Lindsey2019,,,standardorth,məkaŋ ɽa,phonetic
endepapuanewguinea-20-210-1,,endepapuanewguinea,20-210,täboll,täboll,,,Lindsey2019,,,standardorth,təboɽ,phonetic
endepapuanewguinea-20-220-1,,endepapuanewguinea,20-220,buidde,buidde,,,Lindsey2019,,,standardorth,buiɖᶼe,phonetic
endepapuanewguinea-20-222-1,,endepapuanewguinea,20-222,turik,turik,,,Lindsey2019,,,standardorth,turik,phonetic
endepapuanewguinea-20-240-1,,endepapuanewguinea,20-240,bägäl,bägäl,,,Lindsey2019,,,standardorth,bəɡəl,phonetic
endepapuanewguinea-20-250-1,,endepapuanewguinea,20-250,toboll,toboll,,,Lindsey2019,,,standardorth,toboɽ,phonetic
endepapuanewguinea-20-260-1,,endepapuanewguinea,20-260,idoidog,idoidog,,,Lindsey2019,,,standardorth,idoidoɡ,phonetic
endepapuanewguinea-20-270-1,,endepapuanewguinea,20-270,giri,giri,,,Lindsey2019,,,standardorth,ɡiri,phonetic
endepapuanewguinea-20-280-1,,endepapuanewguinea,20-280,yu bägäl,yu bägäl,,also: markae bägäl,Lindsey2019,,,standardorth,ju bəɡəl,phonetic
endepapuanewguinea-20-350-1,,endepapuanewguinea,20-350,togol ma,togol ma,,,Lindsey2019,,,standardorth,toɡol ma,phonetic
endepapuanewguinea-20-430-1,,endepapuanewguinea,20-430,monam,monam,,,Lindsey2019,,,standardorth,monam,phonetic
endepapuanewguinea-20-440-1,,endepapuanewguinea,20-440,ttallängg,ttallängg,,,Lindsey2019,,,standardorth,ʈᶳaɽəŋɡ,phonetic
endepapuanewguinea-20-450-1,,endepapuanewguinea,20-450,kambäg,kambäg,,,Lindsey2019,,,standardorth,kambəɡ,phonetic
endepapuanewguinea-20-471-1,,endepapuanewguinea,20-471,pänggmenyag,pänggmenyag,,,Lindsey2019,,,standardorth,pəŋɡmeɲaɡ,phonetic
endepapuanewguinea-20-490-1,,endepapuanewguinea,20-490,bungg,bungg,,,Lindsey2019,,,standardorth,buŋɡ,phonetic
endepapuanewguinea-20-510-1,,endepapuanewguinea,20-510,kollbamelemang,kollbamelemang,,,Lindsey2019,,,standardorth,koɽbamelemaŋ,phonetic
endepapuanewguinea-20-520-1,,endepapuanewguinea,20-520,tudi käp,tudi käp,,,Lindsey2019,,,standardorth,tudi kəp,phonetic
endepapuanewguinea-20-530-1,,endepapuanewguinea,20-530,tudi,tudi,,,Lindsey2019,,,standardorth,tudi,phonetic
endepapuanewguinea-20-540-1,,endepapuanewguinea,20-540,gull,gull,,,Lindsey2019,,,standardorth,ɡuɽ,phonetic
endepapuanewguinea-20-550-1,,endepapuanewguinea,20-550,tätän,tätän,,,Lindsey2019,,,standardorth,tətən,phonetic
endepapuanewguinea-20-560-1,,endepapuanewguinea,20-560,budar,budar,,also: tokom,Lindsey2019,,,standardorth,budar,phonetic
endepapuanewguinea-20-610-1,,endepapuanewguinea,20-610,mamoe,mamoe,,,Lindsey2019,,,standardorth,mamoj,phonetic
endepapuanewguinea-20-620-1,,endepapuanewguinea,20-620,zuwoe,zuwoe,,,Lindsey2019,,,standardorth,zuwoj,phonetic
endepapuanewguinea-20-630-1,,endepapuanewguinea,20-630,gämoe,gämoe,,,Lindsey2019,,,standardorth,ɡəmoj,phonetic
endepapuanewguinea-20-640-1,,endepapuanewguinea,20-640,tätän,tätän,,,Lindsey2019,,,standardorth,tətən,phonetic
endepapuanewguinea-20-650-1,,endepapuanewguinea,20-650,po,po,,also: papek,Lindsey2019,,,standardorth,po,phonetic
endepapuanewguinea-21-110-1,,endepapuanewguinea,21-110,gwell,gwell,,,Lindsey2019,,,standardorth,ɡweɽ,phonetic
endepapuanewguinea-21-150-1,,endepapuanewguinea,21-150,kwatt,kwatt,,,Lindsey2019,,,standardorth,kwaʈᶳ,phonetic
endepapuanewguinea-21-160-1,,endepapuanewguinea,21-160,pallängkmeny,pallängkmeny,,,Lindsey2019,,,standardorth,paɽəŋkmeɲ,phonetic
endepapuanewguinea-21-170-1,,endepapuanewguinea,21-170,pallängkmeny,pallängkmeny,,,Lindsey2019,,,standardorth,paɽəŋkmeɲ,phonetic
endepapuanewguinea-21-180-1,,endepapuanewguinea,21-180,pallängkmenyang lla,pallängkmenyang lla,,,Lindsey2019,,,standardorth,paɽəŋkmeɲaŋ ɽa,phonetic
endepapuanewguinea-21-210-1,,endepapuanewguinea,21-210,malmalang,malmalang,,,Lindsey2019,,,standardorth,malmalaŋ,phonetic
endepapuanewguinea-21-230-1,,endepapuanewguinea,21-230,ikopang,ikopang,,,Lindsey2019,,,standardorth,ikopaŋ,phonetic
endepapuanewguinea-21-240-1,,endepapuanewguinea,21-240,imomdae,imomdae,,also: tab,Lindsey2019,,,standardorth,imomdaj,phonetic
endepapuanewguinea-21-310-1,,endepapuanewguinea,21-310,malmal,malmal,,,Lindsey2019,,,standardorth,malmal,phonetic
endepapuanewguinea-21-350-1,,endepapuanewguinea,21-350,gagäll ttoen me samongg,gagäll ttoen me samongg,,,Lindsey2019,,,standardorth,ɡaɡəɽ ʈᶳojn me samoŋɡ,phonetic
endepapuanewguinea-21-360-1,,endepapuanewguinea,21-360,mitminy,mitminy,,,Lindsey2019,,,standardorth,mitmiɲ,phonetic
endepapuanewguinea-21-370-1,,endepapuanewguinea,21-370,mu,mu,,,Lindsey2019,,,standardorth,mu,phonetic
endepapuanewguinea-21-380-1,,endepapuanewguinea,21-380,mu,mu,,,Lindsey2019,,,standardorth,mu,phonetic
endepapuanewguinea-21-390-1,,endepapuanewguinea,21-390,säremang ma,säremang ma,,,Lindsey2019,,,standardorth,səremaŋ ma,phonetic
endepapuanewguinea-21-420-1,,endepapuanewguinea,21-420,gäz kuddäll e,gäz kuddäll e,,,Lindsey2019,,,standardorth,ɡəz kuɖᶼəɽ e,phonetic
endepapuanewguinea-21-510-1,,endepapuanewguinea,21-510,gämäll,gämäll,,,Lindsey2019,,,standardorth,ɡəməɽ,phonetic
endepapuanewguinea-21-520-1,,endepapuanewguinea,21-520,gämällang,gämällang,,also: ttang kuttang,Lindsey2019,,,standardorth,ɡəməɽaŋ,phonetic
endepapuanewguinea-22-110-1,,endepapuanewguinea,22-110,imomdae ttoen,imomdae ttoen,,,Lindsey2019,,,standardorth,imomdaj ʈᶳojn,phonetic
endepapuanewguinea-22-120-1,,endepapuanewguinea,22-120,Adi,Adi,,,Lindsey2019,,,standardorth,Adi,phonetic
endepapuanewguinea-22-130-1,,endepapuanewguinea,22-130,ikopse ma,ikopse ma,,also: sos,Lindsey2019,,,standardorth,ikopse ma,phonetic
endepapuanewguinea-22-150-1,,endepapuanewguinea,22-150,gwängäm ddäddäg,gwängäm ddäddäg,,,Lindsey2019,,,standardorth,ɡwəŋəm ɖᶼəɖᶼəɡ,phonetic
endepapuanewguinea-22-160-1,,endepapuanewguinea,22-160,tubutubu,tubutubu,,also: ma*rkam,Lindsey2019,,,standardorth,tubutubu,phonetic
endepapuanewguinea-22-170-1,,endepapuanewguinea,22-170,ikopse ma,ikopse ma,,,Lindsey2019,,,standardorth,ikopse ma,phonetic
endepapuanewguinea-22-180-1,,endepapuanewguinea,22-180,pasta,pasta,,,Lindsey2019,,,standardorth,pasta,phonetic
endepapuanewguinea-22-190-1,,endepapuanewguinea,22-190,mabun,mabun,,also: täre,Lindsey2019,,,standardorth,mabun,phonetic
endepapuanewguinea-22-220-1,,endepapuanewguinea,22-220,kawa,kawa,,,Lindsey2019,,,standardorth,kawa,phonetic
endepapuanewguinea-22-230-1,,endepapuanewguinea,22-230,mer,mer,,,Lindsey2019,,,standardorth,mer,phonetic
endepapuanewguinea-22-240-1,,endepapuanewguinea,22-240,gagäll,gagäll,,,Lindsey2019,,,standardorth,ɡaɡəɽ,phonetic
endepapuanewguinea-22-260-1,,endepapuanewguinea,22-260,kok tärangg,kok tärangg,,also: wätätmeny giddoll,Lindsey2019,,,standardorth,kok təraŋɡ,phonetic
endepapuanewguinea-22-310-1,,endepapuanewguinea,22-310,ddapall ma,ddapall ma,,,Lindsey2019,,,standardorth,ɖᶼapaɽ ma,phonetic
endepapuanewguinea-22-320-1,,endepapuanewguinea,22-320,yu ttängäm,yu ttängäm,,,Lindsey2019,,,standardorth,ju ʈᶳəŋəm,phonetic
endepapuanewguinea-22-350-1,,endepapuanewguinea,22-350,gagäll anyke,gagäll anyke,,,Lindsey2019,,,standardorth,ɡaɡəɽ aɲke,phonetic
endepapuanewguinea-22-370-1,,endepapuanewguinea,22-370,kuki mabun,kuki mabun,,,Lindsey2019,,,standardorth,kuki mabun,phonetic
endepapuanewguinea-22-420-1,,endepapuanewguinea,22-420,omäg,omäg,,,Lindsey2019,,,standardorth,oməɡ,phonetic
endepapuanewguinea-22-430-1,,endepapuanewguinea,22-430,omägag,omägag,,,Lindsey2019,,,standardorth,oməɡaɡ,phonetic
endepapuanewguinea-22-440-1,,endepapuanewguinea,22-440,mawa lla,mawa lla,,,Lindsey2019,,,standardorth,mawa ɽa,phonetic
endepapuanewguinea-22-450-1,,endepapuanewguinea,22-450,anyke,anyke,,also: idd,Lindsey2019,,,standardorth,aɲke,phonetic
